00110100110100100000101011110001 00100011110110110000001110100000 11101010110110111101000111001101 01101000111010111100011110101110 00110010000111110010010101010110 10101011101100110000100011100110 10010101010011011000010111100111 11010010100101001000101101000001 01100000100101011100000111110000 10001110101001001100011011011010 10011110010000101001111011110011 01110100111101001100101101111000 10100010000001010110000010000100 11000000101000010010010111011111 01001001010010111110100111000000 01100100110001011000110011011110 11001000011111111000001101000110 10111001101000011000100110100101 11101101011100101011111101111100 11011111001000110111101100110001 10100010001111001000000110110000 11011100101000100000110011101001 00011110010010100001100000011001 00010110100100001100001010010111 01011111001011011010101010100001 01000101010000110111001110000110 10110111011010011001000110000011 10001101001000100101111010110011 00010111110111011101001011001000 10111101000010000100010110001011 11000000011011101100010101111001 10111010111010111001010001110100 01010001010111
10110101110011011011101011110010 00110001110101010011100111110010 00001101111000110111011010110100 00000010000010101101101101100110 01101000110101100001100100010100 00000100100101110000000101101101 00110111100011111100000011010000 11000010111100010000000001101100 00110100010110100100000001011101 10100110000110011111110010000011 00001101111011000111001110110000 10100001100111110010111000010111 01110011010000001111110000011010 00100101100000010011011001000110 10001010001111010101110010000000 01101001111000000000011010100010 00100101110100001111100011000011 10001110101101011001111101011011 01010110101000100001110110100010 00000001101000010000011001110001 10100100000110110100000010110100 11100010101101011001001111010011 11001001101000100010101010000001 00100010011110101000000110000100 11101101011110010011101000100100 00111100000111110100110100111011 11000001100100101011001110011000 10111101010011100011010000101111 11011100110001100100010100100110 01010111101011000000111100100101 11111000101110101101100010111011 10000010010011000111010001110110 01010110000010
01111100010000011110001110010101 10011011101011010011111111111010 00101111100100111001011000101000 10100000001110101000110010000101 00011001111100101101001000101111 11010011100010110000110100101110 10000011110110100110010001111100 11000000001000110011100111011011 01000011000011101011000011100001 10001001000110101001001110001010 10101101101000110101000001101111 00100010111110101001001000111010 11110011010111111011001111100111 11100111101011001110111001001110 01110010100101011011011000110000 11101000101110100110001000101101 11001110001101111010111100100010 01001000100101011000001100000100 10100000001111111111110010110111 11111110000000000011111001101001 10001011001001000110100100011010 01000010001111001000111101111000 01110110111000100011111100110001 00001001101101001001100011110110 10010110110101101001001011100110 11111010011111100101111110101000 11101110011001100101000001100101 10010101111011111111110100010110 01110010011010101100011010011101 01110111000001110010001100100100 01010010100100000110011010110111 11010111110111110010111111111101 01010000110111
01101011111101111010100001010111 10011101111001010100000110111101 11110000010101100010000010111000 11101100001111110011010110001001 11110011101011110011000111000111 01110101011011100000010110110110 00011101111110100111010011000101 11001010001010100000110011101011 00010011111101100011000001110101 01101110111001011000111000100111 01011101010011011101000101001100 10101101111000000011100110101001 01111101110100111001110111101100 00111100001001100011001111100001 00100111111110000101000001010000 00000010110001100010011111101110 10111111111110011010001000101100 00111111000100010110101101101001 01100000111111101010101110111001 01010111110101111110101001010010 00011001111101101110110100000000 11000001011100000111110001011101 11100011011101011010011011000100 10000010011111000010010001010011 10111010100010110010010011100111 00010111111111010111001111110111 00011111011100110010000000101110 11111110111100011111001110111011 00010101000101110111001100110100 11101011000000000001110100000010 11010111010111101000001010000110 00110001011000011010011100001101 01100101100000
00111011011011010101100010001001 01001100000000000111100110110101 10100110010101010011011001101111 00100100111110001011110111101000 11100011111100101001011111101100 11010110000100110111110100110111 00111100000000001011101011101101 10011100100111011110111010101010 01101110100100001001101001100000 00101011000111110110001110000001 10001100101010011010101010111110 11101011010111100011101110111010 11100011011110111101011010010011 11100110000010110100001011101110 00101001011100111011110001001010 10000010010111000100011010000001 01110111000001101000101000110100 01111100110100110101011001100110 00001110011000000010001101000001 01011111000010001000111110010011 00011101000110101010100010000011 00110010111110011111110111100000 00010101000110001001000110000110 11101101110111010111011011111001 01010000010000000000000100011000 01111100011000111010110111010000 01111000111110101011001100101011 11000110001110010000000001101111 00111100000101101011011110010000 10111001111111011001101011100110 01011110001101111010100011111000 10001000001101101000100001111100 01010011000100
01010000000010100111000000010011 01101110000011000000011111000010 01011110100000100000001110111100 11111001111110100011010010110100 11111101110111000010000011110101 01010010000110001000110000000101 10100011001110101111100000001100 11010000100111101001010110011101 10001010111011100100001100110001 01011100010111011011110111000111 00000101010100100011111001110101 00111110000110000110010001011100 10101001011111100001111111111110 11100110010101110110111000001001 10011111101010011010001100010001 00001111011001001110111011111110 01011110110001010000100111010101 11000110100001111111010000001010 10001001010111011101111100000101 01000001000110001101010010000100 11101010010100111110001010010010 01010110110110100010101001110110 10100110010000100110001011110110 11000110111010011011001101100011 11100010111101101001011101101111 01000110010000101110111110111111 01000111100110110110111110111010 10011011001111011010010000000110 00001011111110101111010111100101 01101110000100000000110110111001 00001101011101000000000110001001 11110000110001111010001000000000 01101000000111
10000011100011010110111100010100 10010000001000000111010010010111 00110010001001100100111100011001 10111011000011001111100011100011 00000101001100101101011110100111 00000111011111101000101010100111 00011110000111110011001110010000 11110101111111010101011001010111 11011110010000011101110011100111 11001111001010011110110000110101 00011000000111011000101101001001 10101010011101011000011011000010 01000100111001101101111001001010 11000100010111101000011000001110 00100111111011001010010011110001 11001000110011001010111010101000 10001101000000011010100011001100 10100011000000010101000011000100 10110101001100010000110000101000 00001110010000101101110111100001 00001111110100011101000011111011 10000010010011010101110110000100 01100101110100001111110010111110 00000101110000000010100100011111 01100110000010111101011000111010 11011001000111011111010010100011 01010000100111111011111000010000 10000110000011110110010001011010 00101100100111110001001010111101 11001111110111111010001000010100 10100110101101111110100111100111 10110100101010010110110110111110 01000101101111
10000111110010001111110111011110 11111010001101111100110111111010 00000101011000010111010001001110 01111110011001111011110111101111 11100010110101010010100000110110 00001100010001001000001100100000 00100111001111111110000110011100 11110100101001000001111100100111 11110011001111000101011001111101 10001001100000011010010111000011 00111010101011011110001001000011 01111001111011010001000011100011 11101000000000001000111011011010 11111000000111100011100000111000 10101100011010111110101111100000 11000100100101101011100000111100 01000010010001000001110001110011 11011101010110111000111000010000 10101001101111000000000101110011 01000011110001000011000000010100 11101010111101001011100111111001 10100010001010011100100000000111 10011001111111001110000001100011 10101001111001001000010101110000 00010111010100001011101101111110 11010011001100111100011111001110 10000111111000010101101111011111 11000011100000101010110001011010 11111101010100100001000100111010 10111011100000011110000000111110 10001100000000100011110111100001 00110000010011110000101110101000 01011111011010
11000000000001010010111000001010 10001011000010110000111100001001 11001011100001001100111111000000 00000001101010011010101100010001 01110011011101101100000010111000 10101010011011011011000100110001 11000001101111110000110110000101 01111100111011100010011011010011 10100101110000101010101011011100 01010011011011101001001111010100 10011111100001001110101010100011 10001000010101111111011111100010 10100011011110111011001111101101 10010010101101011111111011000111 00001010010000111011010110000010 01001111000000110011010101000001 11100101001011000100001111011111 01101011101011011101001000110100 11100111111011110110011001001110 01011000110011100110111111111100 00010010010000101000000000011111 00001110100101001001010011100010 00100100110011001111110011010111 01011101110111001110010111110100 10101011000101011010001110011100 10110111011000111111110000011101 10010101011111010011110011101111 10011000010100100101110111000111 11000100010101011100000101101001 01111010101001001100101101000110 10000011001010010011111010101100 01001101100101011001110111000110 01010010101111
10110110011110110011001100101011 00011101111000000111010011110110 01000001111101110001111111111101 10001001110111010010000010100011 00110101101110111010000101110111 01110010111000110110001010001111 11001110000001011011000001101111 00101111000000101010001001011000 11000010001110101001110010100110 01110011111011111100000000110101 10001100000010000001001001100100 10001001011011100011001111100110 01101101100101011110110110010101 01011011100111101000001000100110 11001010101001000101101100100100 00110100110001101111001001100000 10010000011100101110100100011000 00110000110101111001101000101001 11010110111110110111011000000110 01001101101101011011001100111110 01110101111100011011110100100111 01000100011010101001100010111001 11011111110001011100101101111010 10001111101000111111110101101010 11110011001111111011000111000111 01011100010010011111001110111011 11000111010011000001000010100000 00001101100000001001110000101111 01000111001110110001110100010000 11001001111100011101001000010011 10000000011011011010001110000110 01100011110101000101100000111100 01001100000100
